Publisher	longname	eISSN	pISSN	AuthorPrice	Website	year_price	free
Hindawi	Advances in Bioinformatics	1687-8035		1000	http://www.hindawi.com/journals/abi/apc/	2012	0
Hindawi	Advances in Civil Engineering	1687-8094		600	http://www.hindawi.com/journals/ace/	2012	0
Hindawi	Advances in Condensed Matter Physics	1687-8124	1687-8108	700	http://www.hindawi.com/journals/acmp/apc/	2012	0
Hindawi	Advances in Decision Sciences	2090-3367		600	http://www.hindawi.com/journals/ads/apc/	2012	0
Hindawi	Advances in Fuzzy Systems	1687-711X		600	http://www.hindawi.com/journals/afs/biblio/	2012	0
Hindawi	Advances in Hematology	1687-9112		1000	http://www.hindawi.com/journals/ah/apc/	2012	0
Hindawi	Advances in Human-Computer Interaction 	1687-5907		600	http://www.hindawi.com/journals/ahci/	2012	0
Hindawi	Advances in Materials Science and Engineering 	1687-8442		800	http://www.hindawi.com/journals/amse/	2012	0
Hindawi	Advances in Mathematical Physics	1687-9139		700	http://www.hindawi.com/journals/amp/	2012	0
Hindawi	Advances in Mechanical Engineering	1687-8140		600	http://www.hindawi.com/journals/ame/	2012	0
Hindawi	Advances in Meteorology	1687-9317		600	http://www.hindawi.com/journals/amet/	2012	0
Hindawi	Advances in Multimedia	1687-5699		800	http://www.hindawi.com/journals/am/	2012	0
Hindawi	Advances in Numerical Analysis	1687-9570		600	http://www.hindawi.com/journals/ana/	2012	0
Hindawi	Advances in Operations Research 	1687-9155		600	http://www.hindawi.com/journals/aor/	2012	0
Hindawi	Advances in Optical Technologies	1687-6407		600	http://www.hindawi.com/journals/aot/	2012	0
Hindawi	Advances in OptoElectronics	1687-5648		800	http://www.hindawi.com/journals/aoe/	2012	0
Hindawi	Advances in Orthopedics	2090-3472		800	http://www.hindawi.com/journals/aop/	2012	0
Hindawi	Advances in Pharmacological Sciences	1687-6342		1000	http://www.hindawi.com/journals/aps/	2012	0
Hindawi	Advances in Physical Chemistry	1687-7993		600	http://www.hindawi.com/journals/apc/	2012	0
Hindawi	Advances in Power Electronics 	2090-1828		0	http://www.hindawi.com/journals/ape/	2012	1
Hindawi	Advances in Preventive Medicine 	2090-3499		800	http://www.hindawi.com/journals/apm/	2012	0
Hindawi	Advances in Software Engineering	1687-8663		600	http://www.hindawi.com/journals/ase/	2012	0
Hindawi	Advances in Tribology	1687-5923		0	http://www.hindawi.com/journals/at/	2012	1
Hindawi	Advances in Urology	1687-6377		1000	http://www.hindawi.com/journals/au/	2012	0
Hindawi	Advances in Virology	1687-8647		600	http://www.hindawi.com/journals/av/	2012	0
ACADEMIC JOURNALS	African Journal of Business Management	1993-8233		550	http://www.academicjournals.org/AJBM/	2012	0
Impact Journals 	Aging	1945-4589		1200	http://www.impactaging.com/index.html	2012	0
BioMed Central Ltd	AIDS Research and Therapy	1742-6405		1625	http://www.aidsrestherapy.com	2012	0
Hindawi	AIDS Research and Treatment	2090-1259		500	http://www.hindawi.com/journals/art/	2012	0
American Institute of Physics	AIP Advances	2158-3226		1350	http://aipadvances.aip.org/	2012	0
MDPI	Algorithms  	1999-4893		320	http://www.mdpi.com/journal/algorithms	2012	0
BioMed Central Ltd	Allergy  Asthma & Clinical Immunology	1710-1492		1625	http://www.aacijournal.com	2012	0
BioMed Central Ltd	Alzheimers Research & Therapy	1758-9193		1845	http://alzres.com	2012	0
Springer	AMB Express	2191-0855		2010	http://www.amb-express.com	2012	0
Instituto Superior de Psicologia Aplicada-CRL	Analise Psicologica	0870-8231		0	http://www.scielo.oces.mctes.pt/revistas/aps/iaboutj.htm	2012	1
Hindawi	Anatomy Research International	2090-2751		500	http://www.hindawi.com/journals/ari/	2012	0
Hindawi	Anemia	2090-1275		500	http://www.hindawi.com/journals/ane/	2012	0
Hindawi	Anesthesiology Research and Practice	1687-6970		1000	http://www.hindawi.com/journals/arp/	2012	0
BioMed Central Ltd	Annals of Clinical Microbiology and Antimicrobials	1476-0711		1625	http://www.ann-clinmicrob.com	2012	0
BioMed Central Ltd	Annals of General Psychiatry	1744-859X		2190	http://www.annals-general-psychiatry.com	2012	0
Springer	Annals of Intensive Care	2110-5820		1675	http://www.annalsofintensivecare.com	2012	0
BioMed Central Ltd	Annals of Surgical Innovation and Research	1750-1164		1900	http://www.asir-journal.com	2012	0
Oxford University Press	AoB Plants	2041-2851		0	http://aobpla.oxfordjournals.org/	2012	1
Hindawi	Applied and Environmental Soil Science	1687-7675		600	http://www.hindawi.com/journals/aess/	2012	0
Hindawi	Applied Computational Intelligence and Soft Computing	1687-9732		400	http://www.hindawi.com/journals/acisc/apc/	2012	0
Springer	Applied Nanoscience	2190-5517		0	http://www.springer.com/13204	2012	1
Springer	Applied Petrochemical Research	2190-5533		0	http://www.springer.com/chemistry/journal/13203	2012	1
Springer	Applied Water Science	2190-5495		0	http://www.springer.com/13201	2012	1
Hindawi	Archaea	1472-3654		0	http://www.hindawi.com/journals/arch/	2012	1
BioMed Central Ltd	Archives of Public Health	0778-7367		1625	http://www.archpublichealth.com	2012	0
Hindawi	Arthritis 	2090-1992		500	http://www.hindawi.com/journals/arth/	2012	0
BioMed Central Ltd	Asia Pacific Family Medicine	1447-056X		1625	http://www.apfmj.com	2012	0
MDPI	Atmosphere  	2073-4433		268	http://www.mdpi.com/journal/atmosphere	2012	0
BioMed Central Ltd	Australia and New Zealand Health Policy	1743-8462		1625	http://www.anzhealthpolicy.com	2012	0
Hindawi	Autism Research and Treatment	2090-1933		0	http://www.hindawi.com/journals/aurt/	2012	1
Hindawi	Autoimmune Diseases 	2090-0430		1000	http://www.hindawi.com/journals/ad/	2012	0
BioMed Central Ltd	Automated Experimentation	1759-4499		1625	http://www.aejournal.net	2012	0
Balkan Society of Geometers	Balkan Journal of Geometry and its Applications	1843-2875		0	http://www.mathem.pub.ro/bjga/	2012	1
Hindawi	Biochemistry Research International	2090-2255		1000	http://www.hindawi.com/journals/bcri/apc/	2012	0
BioMed Central Ltd	BioData Mining	1756-0381		1625	http://www.biodatamining.org/	2012	0
BioMed Central Ltd	Biology of Mood & Anxiety Disorders	2045-5380		2125	http://www.biolmoodanxietydisord.com	2012	0
BioMed Central Ltd	Biology of Sex Differences	2042-6410		2055	http://www.bsd-journal.com	2012	0
Company of Biologists	Biology Open	2046-6390		1350	http://open.biologists.com/announcement.html	2012	0
BioMed Central Ltd	BioMagnetic Research and Technology	1477-044X		1625	http://www.biomagres.com	2012	0
BioMed Central Ltd	Biomedical Digital Libraries	1742-5581		1625	http://www.bio-diglib.com	2012	0
Optical Society of America	Biomedical Optics Express	2156-7085	2156-7085	871	http://www.opticsinfobase.org/boe/home.cfm	2012	0
BioMed Central Ltd	BioPsychoSocial Medicine	1751-0759		1625	http://www.bpsmedicine.com	2012	0
Oxford University Press	Bioscience Horizons	1754-7431		0	http://biohorizons.oxfordjournals.org/	2012	1
Hindawi	Biotechnology Research International	2090-3146		1000	http://www.hindawi.com/journals/btri/	2012	0
BioMed Central Ltd	BMC Anesthesiology	1471-2253		1845	http://www.biomedcentral.com/bmcanesthesiol/	2012	0
BMC-Springer	BMC Biochemistry	1471-2091		2055	http://www.biomedcentral.com/bmcbiochem/	2012	0
BMC-Springer	BMC Biophysics	2046-1682		2055	http://www.biomedcentral.com/bmcbiophys	2012	0
BioMed Central Ltd	BMC Blood Disorders	1471-2326		1845	http://www.biomedcentral.com/bmcblooddisord/	2012	0
BioMed Central Ltd	BMC Chemical Biology	1472-6769		1845	http://www.biomedcentral.com/bmcchembiol/	2012	0
BioMed Central Ltd	BMC Clinical Pathology	1472-6890		1845	http://www.biomedcentral.com/bmcclinpathol/	2012	0
BioMed Central Ltd	BMC Clinical Pharmacology	1472-6904		1845	http://www.biomedcentral.com/bmcclinpharmacol/	2012	0
BioMed Central Ltd	BMC Dermatology	1471-5945		1845	http://www.biomedcentral.com/bmcdermatol/	2012	0
BioMed Central Ltd	BMC Ear  Nose and Throat Disorders	1472-6815		1845	http://www.biomedcentral.com/bmcearnosethroatdisord/	2012	0
BioMed Central Ltd	BMC Ecology	1472-6785		1845	http://www.biomedcentral.com/bmcecol/	2012	0
BioMed Central Ltd	BMC Emergency Medicine	1471-227X		1845	http://www.biomedcentral.com/bmcemergmed/	2012	0
BMC-Springer	BMC Endocrine Disorders	1472-6823		2055	http://www.biomedcentral.com/bmcendocrdisord/	2012	0
BMC-Springer	BMC Geriatrics	1471-2318		2055	http://www.biomedcentral.com/bmcgeriatr/	2012	0
BMC-Springer	BMC International Health and Human Rights	1472-698X		2055	http://www.biomedcentral.com/bmcinthealthhumrights/	2012	0
BMC-Springer	BMC Medical Ethics	1472-6939		2055	http://www.biomedcentral.com/bmcmedethics/	2012	0
BioMed Central Ltd	BMC Medical Imaging	1471-2342		1845	http://www.biomedcentral.com/bmcmedimaging/	2012	0
BioMed Central Ltd	BMC Medical Physics	1756-6649		1845	http://www.biomedcentral.com/bmcmedphys/	2012	0
BioMed Central Ltd	BMC Nursing	1472-6955		1845	http://www.biomedcentral.com/bmcnurs/	2012	0
BMC-Springer	BMC Oral Health	1472-6831		2055	http://www.biomedcentral.com/bmcoralhealth/	2012	0
BMC-Springer	BMC Palliative Care	1472-684X		2055	http://www.biomedcentral.com/bmcpalliatcare/	2012	0
BioMed Central Ltd	BMC Pharmacology	1471-2210		1845	http://www.biomedcentral.com/bmcpharmacol/	2012	0
BioMed Central Ltd	BMC Physiology	1472-6793		1845	http://www.biomedcentral.com/bmcphysiol/	2012	0
BMC-Springer	BMC Pregnancy and Childbirth	1471-2393		2055	http://www.biomedcentral.com/bmcpregnancychildbirth/	2012	0
BioMed Central Ltd	BMC Proceedings	1753-6561		0	http://www.biomedcentral.com/bmcproc/	2012	1
BMC-Springer	BMC Pulmonary Medicine	1471-2466		2055	http://www.biomedcentral.com/bmcpulmmed/	2012	0
BMC-Springer	BMC Research Notes	1756-0500		1140	http://www.biomedcentral.com/bmcresnotes/	2012	0
BMC-Springer	BMC Surgery	1471-2482		2055	http://www.biomedcentral.com/bmcsurg/	2012	0
BMC-Springer	BMC Urology	1471-2490		2055	http://www.biomedcentral.com/bmcurol/	2012	0
BMC-Springer	BMC Womens Health	1472-6874		2055	http://www.biomedcentral.com/bmcwomenshealth/	2012	0
BioMed Central Ltd	BMJ Open	2044-6055		1860	http://bmjopen.bmj.com/	2012	0
Hindawi	Bone Marrow Research	2090-3006		500	http://www.hindawi.com/journals/bmr/	2012	0
Wiley	Brain and Behavior	2162-3279		2500	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2157-9032	2012	0
Springer	Bulletin of Mathematical Sciences	1664-3615		0	http://www.springer.com/13373	2012	1
Wiley	CA-Cancer Journal For Clinicians	1542-4863		0	http://onlinelibrary.wiley.com/journal/10.3322/(ISSN)1542-4863	2012	1
BioMed Central Ltd	Cancer Cell International	1475-2867		1780	http://www.cancerci.com	2012	0
MDPI	Cancers	2072-6694		268	http://www.mdpi.com/journal/cancers	2012	0
BioMed Central Ltd	Carbon Balance and Management	1750-0680		1625	http://www.cbmjournal.com	2012	0
Hindawi	Cardiology Research and Practice	2090-0597		1000	http://www.hindawi.com/journals/crp/	2012	0
BioMed Central Ltd	Cases Journal	1757-1626		1625	http://www.casesjournal.com	2012	0
BioMed Central Ltd	Cell & Bioscience	2045-3701		1625	http://www.cellandbioscience.com	2012	0
BioMed Central Ltd	Cell & Chromosome	1475-9268		1625	http://www.cellandchromosome.com	2012	0
BioMed Central Ltd	Cell Communication and Signaling	1478-811X		1740	http://www.biosignaling.com	2012	0
Cell Press	Cell Reports			5000	http://www.cell.com/cell-reports/home	2012	0
Wiley	ChemistryOpen	2191-1363		3000	http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%292191-1363	2012	0
BioMed Central Ltd	Child and Adolescent Psychiatry and Mental Health	1753-2000		1625	http://www.capmh.com	2012	0
Chinese Geophysical Society	Chinese Journal of Geophysics	0898-9591		0	http://www.agu.org/wps/ChineseJGeo/	2012	1
BioMed Central Ltd	Chinese Medicine	1749-8546		0	http://www.cmjournal.org	2012	1
BioMed Central Ltd	Chiropractic & Manual Therapies	2045-709X		0	http://www.chiromt.com	2012	1
BioMed Central Ltd	Clinical and Molecular Allergy	1476-7961		1625	http://www.clinicalmolecularallergy.com	2012	0
BioMed Central Ltd	Clinical and Translational Allergy	2045-7022		1780	http://www.ctajournal.com	2012	0
BioMed Central Ltd	Clinical Epigenetics	1868-7083		2190	http://www.clinicalepigeneticsjournal.com	2012	0
BioMed Central Ltd	Clinical Practice and Epidemiology in Mental Health	1745-0179		1625	http://www.cpementalhealth.com	2012	0
BioMed Central Ltd	Clinical Proteomics	1559-0275		1625	http://www.clinicalproteomicsjournal.com	2012	0
BioMed Central Ltd	Clinical Sarcoma Research	2045-3329		1625	http://www.clinicalsarcomaresearch.com	2012	0
Universidad del Valle	Colombia MÅ_dica	1657-9534		0	http://colombiamedica.univalle.edu.co/index.php/comedica/about	2012	1
Springer	Communications in Mobile Computing	2192-1121		0	http://www.comcjournal.com/	2012	1
BioMed Central Ltd	Comparative Hepatology	1476-5926		1625	http://www.comparative-hepatology.com	2012	0
BioMed Central Ltd	Conflict and Health	1752-1505		1625	http://www.conflictandhealth.com	2012	0
BioMed Central Ltd	Cost Effectiveness and Resource Allocation	1478-7547		1625	http://www.resource-allocation.com	2012	0
BioMed Central Ltd	Cough	1745-9974		1625	http://www.coughjournal.com	2012	0
Springer	Critical Ultrasound Journal	2036-3176		0	http://www.criticalultrasoundjournal.com/	2012	1
BioMed Central Ltd	CytoJournal	1742-6413	0974-5963	1625	http://www.cytojournal.com	2012	0
Oxford	Database	1758-0463		1600	http://www.oxfordjournals.org/our_journals/databa/about.html	2012	0
Oxford University Press	Database: The Journal of Biological Databases and Curation	1758-0463		1600	http://database.oxfordjournals.org/	2012	0
BioMed Central Ltd	Diabetology & Metabolic Syndrome	1758-5996	1758-5996	1625	http://www.dmsjournal.com	2012	0
MDPI	Diversity 	1424-2818		320	http://www.mdpi.com/journal/diversity	2012	0
BioMed Central Ltd	Dynamic Medicine	1476-5918		1625	http://www.dynamic-med.com	2012	0
Springer	Ecological Processes	2192-1709		1070	http://www.ecologicalprocesses.com/	2012	0
Wiley	Ecology and Evolution	2045-7758		1850	http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%292045-7758	2012	0
Kiel Institute for the World Economy	Economics	1864-6042		0	http://www.economics-ejournal.org/	2012	1
Ecological Society of America	Ecosphere	2150-8925		1500	http://www.esajournals.org/loi/ecsp	2012	0
BioMed Central Ltd	eHealth International	1476-3591		1625	http://www.ehealthinternational.org	2012	0
Springer	EJNMMI Research	2191-219X		1470	http://www.ejnmmires.com	2012	0
BioMed Central Ltd	Emerging Themes in Epidemiology	1742-7622		1625	http://www.ete-online.com	2012	0
Springer	Energy  Sustainability and Society	2192-0567		1070	http://www.energsustainsoc.com	2012	0
Springer	Environmental Sciences Europe	2190-4715		1070	http://www.enveurope.com	2012	0
Hindawi	Enzyme Research	2090-0414		1000	http://www.hindawi.com/journals/er/	2012	0
BioMed Central Ltd	Epidemiologic Perspectives & Innovations	1742-5573		1625	http://www.epi-perspectives.com	2012	0
Springer	EPJ Data Science	2193-1127		1340	http://www.epjdatascience.com/	2012	0
Springer	EURASIP Journal on Audio and Music Processing	1687-4722		670	http://asmp.eurasipjournals.com	2012	0
Springer	EURASIP Journal on Bioinformatics and Systems Biology	1687-4153		670	http://bsb.eurasipjournals.com	2012	0
Springer	EURASIP Journal on Embedded Systems	1687-3963		935	http://jes.eurasipjournals.com	2012	0
Springer	EURASIP Journal on Information Security	1687-417X		670	http://jis.eurasipjournals.com	2012	0
Springer	European Transport Research Review	1867-0717		0	http://www.springer.com/12544	2012	1
BioMed Central Ltd	EvoDevo	2041-9139		1970	http://www.evodevojournal.com	2012	0
BioMed Central Ltd	Experimental & Translational Stroke Medicine	2040-7378		1625	http://www.etsmjournal.com	2012	0
BioMed Central Ltd	Fibrogenesis & Tissue Repair	1755-1536		2190	http://www.fibrogenesis.com	2012	0
BioMed Central Ltd	Filaria Journal	1475-2883		1625	http://www.filariajournal.com	2012	0
Springer	Fire Science Reviews	2193-0414		1340	http://www.firesciencereviews.com/	2012	0
BioMed Central Ltd	Fluids and Barriers of the CNS	2045-8118		1625	http://www.fluidsbarrierscns.com	2012	0
Frontiers	Fontiers in Microbiology	1664-302X		2086	http://www.frontiersin.org/microbiology	2012	0
Frontiers	Frontiers in Endocrinology	1664-2392		2086	http://www.frontiersin.org/endocrinology	2012	0
Frontiers	Frontiers in Genetics	1664-8021		2086	http://www.frontiersin.org/genetics	2012	0
Frontiers	Frontiers in Immunology	1664-3224		2086	http://www.frontiersin.org/immunology	2012	0
Frontiers	Frontiers in Neurology	1664-2295		2086	http://www.frontiersin.org/neurology	2012	0
Frontiers	Frontiers in Neuroscience	1662-453X		2086	http://www.frontiersin.org/neuroscience	2012	0
Frontiers	Frontiers in Oncology	2234-943X		2086	http://www.frontiersin.org/oncology	2012	0
Frontiers	Frontiers in Pharmacology	1663-9812		2086	http://www.frontiersin.org/pharmacology	2012	0
Frontiers	Frontiers in Physiology	1664-042X		2086	http://www.frontiersin.org/physiology	2012	0
Frontiers	Frontiers in Plant Science	1664-462X		2086	http://www.frontiersin.org/plant_science	2012	0
Frontiers	Frontiers in Psychiatry	1664-0640		2086	http://www.frontiersin.org/psychiatry	2012	0
Frontiers	Frontiers in Psychology	1664-1078		2086	http://www.frontiersin.org/psychology	2012	0
MDPI	Future Internet	1999-5903		268	http://www.mdpi.com/journal/futureinternet	2012	0
Genetics Society of America	G3	2160-1836		1950	http://www.g3journal.org/	2012	0
MDPI	Games	2073-4336		320	http://www.mdpi.com/journal/games	2012	0
Gene Therapy Press	Gene Therapy& Molecular Biology	1529-9120		0	http://www.gtmb.org/	2012	1
MDPI	Genes	2073-4425		320	http://www.mdpi.com/journal/genes	2012	0
BioMed Central Ltd	Genetic Vaccines and Therapy	1479-0556		1625	http://www.gvt-journal.com	2012	0
BioMed Central Ltd	Genome Integrity	2041-9414		1625	http://www.genomeintegrity.com	2012	0
BioMed Central Ltd	Genome Medicine	1756-994X		2470	http://genomemedicine.com	2012	0
BioMed Central Ltd	Globalization and Health	1744-8603	1744-8603	1625	http://www.globalizationandhealth.com	2012	0
BioMed Central Ltd	Gut Pathogens	1757-4749	1757-4749	1860	http://www.gutpathogens.com	2012	0
European Hematology Association	Haematologica/The Hematology Journal	1592-8721		0	http://www.haematologica.org/	2012	0
BioMed Central Ltd	Head & Face Medicine	1746-160X		1900	http://www.head-face-med.com	2012	0
BioMed Central Ltd	Head & Neck Oncology	1758-3284	1758-3284	1625	http://www.headandneckoncology.org	2012	0
Springer	Health Economics Review	2191-1991		1070	http://www.healtheconomicsreview.com	2012	0
BioMed Central Ltd	Health Research Policy and Systems	1478-4505		1625	http://www.health-policy-systems.com	2012	0
BioMed Central Ltd	Herpesviridae	2042-4280		1625	http://www.herpesviridae.org	2012	0
Sage	Human Genomics and Proteomics	1757-4242		1500	http://hgp.sagepub.com/	2012	0
Springer	Human-centric Computing and Information Sciences	2192-1962		0	http://www.hcis-journal.com	2012	1
BioMed Central Ltd	Immunity & Ageing	1742-4933		1625	http://www.immunityageing.com	2012	0
BioMed Central Ltd	Immunome Research	1745-7580		1625	http://www.immunome-research.com	2012	0
BioMed Central Ltd	Infectious Agents and Cancer	1750-9378		1625	http://www.infectagentscancer.com	2012	0
Lund University Libraries	Information Research	1368-1613		0	http://informationr.net/ir/	2012	1
Springer	Insights into Imaging	1869-4101		0	http://www.springer.com/medicine/radiology/journal/13244	2012	1
BioMed Central Ltd	International Archives of Medicine	1755-7682		1625	http://www.intarchmed.com	2012	0
BioMed Central Ltd	International Breastfeeding Journal	1746-4358		1625	http://www.internationalbreastfeedingjournal.com	2012	0
Springer	International Journal of Disaster Risk Science	2192-6395		0	http://www.springer.com/earth+sciences+and+geography/natural+hazards/journal/13753	2012	1
Springer	International Journal of Emergency Medicine	1865-1380		1340	http://www.intjem.com	2012	0
MDPI	International Journal of Environmental Research and Public Health	1660-4601		1066	http://www.mdpi.com/journal/ijerph	2012	0
BioMed Central Ltd	International Journal of Mental Health Systems	1752-4458		1625	http://www.ijmhs.com	2012	0
BioMed Central Ltd	International Journal of Pediatric Endocrinology	1687-9856		1625	http://www.ijpeonline.com	2012	0
BioMed Central Ltd	International Seminars in Surgical Oncology	1477-7800		1625	http://www.issoonline.com	2012	0
BioMed Central Ltd	Investigative Genetics	2041-2223		1970	http://www.investigativegenetics.com	2012	0
BioMed Central Ltd	Italian Journal of Pediatrics	1824-7288		565	http://www.ijponline.net	2012	0
Hindawi	Journal of Analytical Methods in Chemistry 	2090-8873		1200	http://www.hindawi.com/journals/jamc/	2012	0
Springer	Journal of Applied Volcanology	2191-5040		1340	http://www.appliedvolc.com/	2012	0
Simsoc Consortium	Journal of Artificial Societies and Social Simulation	1460-7425		0	http://jasss.soc.surrey.ac.uk/JASSS.html	2012	1
BioMed Central Ltd	Journal of Autoimmune Diseases	1740-2557		1625	http://www.jautoimdis.com	2012	0
BioMed Central Ltd	Journal of Biological Engineering	1754-1611		1625	http://www.jbioleng.org	2012	0
BioMed Central Ltd	Journal of Biology	1475-4924		1625	http://jbiol.com/	2012	0
BioMed Central Ltd	Journal of Biomedical Discovery and Collaboration	1747-5333		1625	http://www.j-biomed-discovery.com	2012	0
BioMed Central Ltd	Journal of Biomedical Semantics	2041-1480		1625	http://www.jbiomedsem.com	2012	0
BioMed Central Ltd	Journal of Brachial Plexus and Peripheral Nerve Injury	1749-7221		1625	http://www.jbppni.com	2012	0
BioMed Central Ltd	Journal of Carcinogenesis	1477-3163		1625	http://www.carcinogenesis.com	2012	0
Chemistry Central Ltd	Journal of Cheminformatics	1758-2946	1758-2946	810	http://www.jcheminf.com	2012	0
BioMed Central Ltd	Journal of Circadian Rhythms	1740-3391		1625	http://www.jcircadianrhythms.com	2012	0
BioMed Central Ltd	Journal of Clinical Bioinformatics	2043-9113		1900	http://www.jclinbioinformatics.com	2012	0
Springer	Journal of Cloud Computing	2192-113X		805	http://www.cloud-casa.com/	2012	0
Sage	Journal of Dental Biomechanics	1758-7360		1500	http://dbm.sagepub.com/	2012	0
BioMed Central Ltd	Journal of Ethnobiology and Ethnomedicine	1746-4269		1625	http://www.ethnobiomed.com	2012	0
BioMed Central Ltd	Journal of Experimental & Clinical Assisted Reproduction	1743-1050		1625	http://www.jexpclinassistreprod.com	2012	0
BioMed Central Ltd	Journal of Foot and Ankle Research	1757-1146	1757-1146	1625	http://www.jfootankleres.com	2012	0
BioMed Central Ltd	Journal of Immune Based Therapies and Vaccines	1476-8518		1625	http://www.jibtherapies.com	2012	0
BioMed Central Ltd	Journal of Inflammation	1476-9255		1625	http://www.journal-inflammation.com	2012	0
Springer	Journal of Innovation and Entrepreneurship	2192-5372		1070	http://www.innovation-entrepreneurship.com/	2012	0
Oxford	Journal of Legal Analysis	1946-5319		0	http://jla.oxfordjournals.org/	2012	1
Springer	Journal of Mathematical Neuroscience	2190-8567		1340	http://www.springer.com/mathematics/journal/13408	2012	0
Springer	Journal of Mathematics in Industry	2190-5983		1340	http://www.mathematicsinindustry.com	2012	0
BioMed Central Ltd	Journal of Medical Case Reports	1752-1947		865	http://www.jmedicalcasereports.com	2012	0
American Society for Microbiology	Journal of Microbiology & Biology Education	1935-7885		0	http://jmbe.asm.org/	2012	1
BioMed Central Ltd	Journal of Molecular Signaling	1750-2187		1625	http://www.jmolecularsignaling.com	2012	0
BioMed Central Ltd	Journal of Nanobiotechnology	1477-3155		1900	http://www.jnanobiotechnology.com	2012	0
BioMed Central Ltd	Journal of Negative Results in BioMedicine	1477-5751		1625	http://www.jnrbm.com	2012	0
BioMed Central Ltd	Journal of Occupational Medicine and Toxicology	1745-6673		1740	http://www.occup-med.com	2012	0
Springer	Journal of Ophthalmic Inflammation and Infection	1869-5760		0	http://www.springer.com/12348	2012	1
BioMed Central Ltd	Journal of Orthopaedic Surgery and Research	1749-799X		0	http://www.josr-online.com	2012	1
Springer	Journal of Orthopaedics and Traumatology	1590-9999		0	http://www.springer.com/10195	2012	1
BioMed Central Ltd	Journal of Ovarian Research	1757-2215	1757-2215	1625	http://www.ovarianresearch.com	2012	0
Springer	Journal of Petroleum Exploration and Production Technologies	2190-0566		0	http://www.springer.com/13202	2012	1
Springer	Journal of Remanufacturing	2210-4690		1070	http://www.journalofremanufacturing.com	2012	0
Chemistry Central Ltd	Journal of Systems Chemistry	1759-2208		0	http://www.jsystchem.com	2012	1
Optical Society of America	Journal of the European Optical Society Rapid Publications	1990-2573		520	http://www.jeos.org/	2012	0
BioMed Central Ltd	Journal of the International AIDS Society	1758-2652		1960	http://www.jiasociety.org	2012	0
Sage	Journal of Tissue Engineering	2041-7314		1500	http://tej.sagepub.com/	2012	0
BioMed Central Ltd	Journal of Trauma Management & Outcomes	1752-2897		1625	http://www.traumamanagement.org	2012	0
BioMed Central Ltd	Kinetoplastid Biology and Disease	1475-9292		1625	http://www.kinetoplastids.com	2012	0
London Mathematical Society	LMS Journal of  Computation and Mathematics	1461-1570		0	http://old.lms.ac.uk/jcm/	2012	1
MDPI	Materials	1996-1944	1996-1944	853	http://www.mdpi.com/journal/materials	2012	0
BioMed Central Ltd	Medical Gas Research	2045-9912		1625	http://www.medicalgasresearch.com	2012	0
BioMed Central Ltd	Medical Immunology	1476-9433		1625	http://www.medimmunol.com	2012	0
BioMed Central Ltd	Microbial Informatics and Experimentation	2042-5783		1625	http://www.microbialinformaticsj.com	2012	0
Wiley	MicrobiologyOpen	2045-8827		2175	http://www.wileyopenaccess.com/view/index.html	2012	0
BioMed Central Ltd	Mobile DNA	1759-8753		2155	http://www.mobilednajournal.com	2012	0
MDPI	Molbank	1422-8599		213	http://www.mdpi.com/journal/molbank	2012	0
BioMed Central Ltd	Molecular Autism	2040-2392		2190	http://www.molecularautism.com	2012	0
BioMed Central Ltd	Molecular Brain	1756-6606		1625	http://www.molecularbrain.com	2012	0
BioMed Central Ltd	Molecular Cytogenetics	1755-8166		1625	http://www.molecularcytogenetics.org	2012	0
Springer	Multilingual Education	2191-5059		1070	http://www.springer.com/education+%26+language/journal/13616	2012	0
Springer	Natural Products and Bioprospecting	2192-2209		0	http://www.springer.com/life+sciences/biochemistry+%26+biophysics/journal/13659	2012	1
BioMed Central Ltd	Neural Systems & Circuits	2042-1001		1970	http://www.neuralsystemsandcircuits.com	2012	0
British Society for Plant Pathology	New Disease Reports	2044-0588		0	http://www.ndrs.org.uk/	2012	1
Lithuanian Association of Nonlinear Analysts	Nonlinear Analysis: Modelling and Control	 1392-511		0	http://www.lana.lt/journal/	2012	1
BioMed Central Ltd	Nonlinear Biomedical Physics	1753-4631		1625	http://www.nonlinearbiomedphys.com	2012	0
BioMed Central Ltd	Nuclear Receptor	1478-1336		1625	http://www.nuclear-receptor.com	2012	0
MDPI	Nutrients	2072-6643	2072-6643	533	http://www.mdpi.com/journal/nutrients	2012	0
Royal Society Publishing	Open Biology 	2046-2441		0	http://rsob.royalsocietypublishing.org/	2012	1
Springer	Optical Nanoscopy	2192-2853		1070	http://www.optnano.com/	2012	0
Springer	Organic and Medicinal Chemistry Letters	2191-2858		1340	http://www.orgmedchemlett.com	2012	0
BioMed Central Ltd	Osteopathic Medicine and Primary Care	1750-4732		1625	http://www.om-pc.com	2012	0
Springer	Pastoralism: Research  Policy and Practice	2041-7136		1340	http://www.pastoralismjournal.com	2012	0
BioMed Central Ltd	PathoGenetics	1755-8417		1625	http://www.pathogeneticsjournal.com	2012	0
BioMed Central Ltd	Patient Safety in Surgery	1754-9493		1625	http://www.pssjournal.com	2012	0
BioMed Central Ltd	Pediatric Rheumatology	1546-0096		1625	http://www.ped-rheum.com	2012	0
