"id","price","date_stamp.x","journal_id","influence_id","article_influence","est_article_influence","date_stamp.y","ai_percentile","cost_effectiveness","ef_percentile","eigenfactor","efn","journal_name","pub_name","is_hybrid","category"
NA,NA,NA,"0017-8322",1570,0.31123,NA,"1999-12-31",NA,NA,NA,NA,NA,"HASTINGS LAW JOURNAL","UNIV CALIF",0,"LAW"
NA,NA,NA,"0017-808X",1571,0.32578,NA,"1999-12-31",NA,NA,NA,NA,NA,"HARVARD JOURNAL ON LEGISLATION","HARVARD LAW SCHOOL",0,"LAW"
NA,NA,NA,"0016-8092",1572,0.81128,NA,"1999-12-31",NA,NA,NA,NA,NA,"GEORGETOWN LAW JOURNAL","GEORGETOWN LAW JOURNAL ASSN",0,"LAW"
NA,NA,NA,"0016-8076",1573,0.25675,NA,"1999-12-31",NA,NA,NA,NA,NA,"GEORGE WASHINGTON LAW REVIEW","GEORGE WASHINGTON UNIV",0,"LAW"
NA,NA,NA,"0016-7185",1574,0.38434,NA,"1999-12-31",NA,NA,NA,NA,NA,"Geoforum","Elsevier",1,NA
NA,NA,NA,"0016-3287",1575,0.13638,NA,"1999-12-31",NA,NA,NA,NA,NA,"Futures","Elsevier",1,NA
NA,NA,NA,"0015-704X",1576,0.35624,NA,"1999-12-31",NA,NA,NA,NA,NA,"FORDHAM LAW REVIEW","FORDHAM UNIV SCHOOL LAW",0,"LAW"
NA,NA,NA,"0213-6163",1577,0.072232,NA,"1999-12-31",NA,NA,NA,NA,NA,"European Journal of Psychiatry","Universidad de Zaragoza",0,"PSYCHIATRY"
NA,NA,NA,"0046-1121",1578,0.21872,NA,"1999-12-31",NA,NA,NA,NA,NA,"ECOLOGY LAW QUARTERLY","Univ Calif Press",0,"LAW"
NA,NA,NA,"0010-0277",1579,2.9915,NA,"1999-12-31",NA,NA,NA,NA,NA,"Cognition","Elsevier",1,"PSYCHOLOGY"
NA,NA,NA,"0264-2751",1580,0.30603,NA,"1999-12-31",NA,NA,NA,NA,NA,"Cities","Elsevier",1,NA
NA,NA,NA,"0023-9356",1581,0.29446,NA,"1999-12-31",NA,NA,NA,NA,NA,"BUFFALO LAW REVIEW","UNIV BUFFALO STATE UNIV NEW YORK",0,"LAW"
NA,NA,NA,"0003-5521",1582,0.082494,NA,"1999-12-31",NA,NA,NA,NA,NA,"L'Anthropologie","Elsevier",1,"ANTHROPOLOGY"
NA,NA,NA,"0918-7960",1583,0.17903,NA,"1999-12-31",NA,NA,NA,NA,NA,"ANTHROPOLOGICAL SCIENCE","ANTHROPOLOGICAL SOC NIPPON",0,"ANTHROPOLOGY"
NA,NA,NA,"0944-2006",1584,0.19318,NA,"1999-12-31",NA,NA,NA,NA,NA,"Zoology","Elsevier",1,"ECOLOGY AND EVOLUTION"
NA,NA,NA,"1021-5506",1585,0.067727,NA,"1999-12-31",NA,NA,NA,NA,NA,"ZOOLOGICAL STUDIES","Academia Sinica",0,"ECOLOGY AND EVOLUTION"
NA,NA,NA,"0043-1648",1586,0.56746,NA,"1999-12-31",NA,NA,NA,NA,NA,"Wear","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"0042-6822",1587,1.4124,NA,"1999-12-31",NA,NA,NA,NA,NA,"Virology","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0375-8427",1588,0.028487,NA,"1999-12-31",NA,NA,NA,NA,NA,"VETERINARNI MEDICINA","INST AGRICULTURAL FOOD INFORMATION",0,"VETERINARY"
NA,NA,NA,"0042-207X",1589,0.27149,NA,"1999-12-31",NA,NA,NA,NA,NA,"Vacuum","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"0264-410X",1590,0.83275,NA,"1999-12-31",NA,NA,NA,NA,NA,"Vaccine","Elsevier",1,"INFECTIOUS DISEASES"
NA,NA,NA,"0090-4295",1591,0.62127,NA,"1999-12-31",NA,NA,NA,NA,NA,"Urology","Elsevier",1,"UROLOGY"
NA,NA,NA,"0041-624X",1592,0.57597,NA,"1999-12-31",NA,NA,NA,NA,NA,"Ultrasonics","Elsevier",1,"RADIOLOGY"
NA,NA,NA,"0304-3991",1593,1.3534,NA,"1999-12-31",NA,NA,NA,NA,NA,"Ultramicroscopy","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"0041-0101",1594,0.41586,NA,"1999-12-31",NA,NA,NA,NA,NA,"Toxicon","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0300-483X",1595,0.42745,NA,"1999-12-31",NA,NA,NA,NA,NA,"Toxicology","Elsevier",1,"ENVIRONMENTAL HEALTH"
NA,NA,NA,"0093-691X",1596,0.52779,NA,"1999-12-31",NA,NA,NA,NA,NA,"Theriogenology","Elsevier",1,"VETERINARY"
NA,NA,NA,"0730-2347",1597,0.22217,NA,"1999-12-31",NA,NA,NA,NA,NA,"TEXAS HEART INSTITUTE JOURNAL","TEXAS HEART INST",0,"MEDICINE"
NA,NA,NA,"0040-4020",1598,0.81508,NA,"1999-12-31",NA,NA,NA,NA,NA,"Tetrahedron","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"0040-1951",1599,1.2049,NA,"1999-12-31",NA,NA,NA,NA,NA,"Tectonophysics","Elsevier",1,NA
NA,NA,NA,"0166-4972",1600,0.17048,NA,"1999-12-31",NA,NA,NA,NA,NA,"Technovation","Elsevier",1,"MARKETING"
NA,NA,NA,"0039-9140",1601,0.52441,NA,"1999-12-31",NA,NA,NA,NA,NA,"Talanta","Elsevier",1,NA
NA,NA,NA,"0039-6060",1602,0.92751,NA,"1999-12-31",NA,NA,NA,NA,NA,"Surgery","Elsevier",1,"GASTROENTEROLOGY"
NA,NA,NA,"0969-2126",1603,11.271,NA,"1999-12-31",NA,NA,NA,NA,NA,"Structure","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0039-128X",1604,0.60927,NA,"1999-12-31",NA,NA,NA,NA,NA,"Steroids","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0185-1101",1605,1.883,NA,"1999-12-31",NA,NA,NA,NA,NA,"REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA","Self Owned - Non-Profit Society",0,"ASTRONOMY AND ASTROPHYSICS"
NA,NA,NA,"0034-7744",1606,0.043726,NA,"1999-12-31",NA,NA,NA,NA,NA,"REVISTA DE BIOLOGIA TROPICAL","REVISTA DE BIOLOGIA TROPICAL",0,"ECOLOGY AND EVOLUTION"
NA,NA,NA,"0300-9572",1607,0.39311,NA,"1999-12-31",NA,NA,NA,NA,NA,"Resuscitation","Elsevier",1,"MEDICINE"
NA,NA,NA,"0217-2445",1608,0.16304,NA,"1999-12-31",NA,NA,NA,NA,NA,"RAFFLES BULLETIN OF ZOOLOGY","Self Owned - Non-Profit Society",0,"ECOLOGY AND EVOLUTION"
NA,NA,NA,"0033-3182",1609,0.54829,NA,"1999-12-31",NA,NA,NA,NA,NA,"Psychosomatics","Elsevier",1,"PSYCHIATRY"
NA,NA,NA,"0306-4530",1610,0.81,NA,"1999-12-31",NA,NA,NA,NA,NA,"Psychoneuroendocrinology","Elsevier",1,"NEUROSCIENCE"
NA,NA,NA,"1434-4610",1611,0.5241,NA,"1999-12-31",NA,NA,NA,NA,NA,"Protist","Elsevier",1,"ECOLOGY AND EVOLUTION"
NA,NA,NA,"0032-3861",1612,0.84146,NA,"1999-12-31",NA,NA,NA,NA,NA,"Polymer","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"0277-5387",1613,0.40585,NA,"1999-12-31",NA,NA,NA,NA,NA,"Polyhedron","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"0147-619X",1614,0.50437,NA,"1999-12-31",NA,NA,NA,NA,NA,"Plasmid","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0143-4004",1615,0.55364,NA,"1999-12-31",NA,NA,NA,NA,NA,"Placenta","Elsevier",1,"MEDICINE"
NA,NA,NA,"0944-7113",1616,0.14048,NA,"1999-12-31",NA,NA,NA,NA,NA,"Phytomedicine","Elsevier",1,"FOOD SCIENCE"
NA,NA,NA,"0031-9422",1617,0.40853,NA,"1999-12-31",NA,NA,NA,NA,NA,"Phytochemistry","Elsevier",1,"FOOD SCIENCE"
NA,NA,NA,"0196-9781",1618,0.5963,NA,"1999-12-31",NA,NA,NA,NA,NA,"Peptides","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0031-3025",1619,0.30135,NA,"1999-12-31",NA,NA,NA,NA,NA,"Pathology","Elsevier",1,"ONCOLOGY"
NA,NA,NA,"0556-3321",1620,0.044336,NA,"1999-12-31",NA,NA,NA,NA,NA,"PAKISTAN JOURNAL OF BOTANY","PAKISTAN BOTANICAL SOC",0,"PLANT BIOLOGY"
NA,NA,NA,"0386-2194",1621,0.30991,NA,"1999-12-31",NA,NA,NA,NA,NA,"PROCEEDINGS OF THE JAPAN ACADEMY SERIES A-MATHEMATICAL SCIENCES","Self Owned - Non-Profit Society",0,"MATHEMATICS"
NA,NA,NA,"0253-4142",1622,0.22799,NA,"1999-12-31",NA,NA,NA,NA,NA,"PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-MATHEMATICAL SCIENCES","SPRINGER",0,"MATHEMATICS"
NA,NA,NA,"0253-4134",1623,0.11033,NA,"1999-12-31",NA,NA,NA,NA,NA,"JOURNAL OF CHEMICAL SCIENCES","SPRINGER",0,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"0030-6126",1624,0.5297,NA,"1999-12-31",NA,NA,NA,NA,NA,"OSAKA JOURNAL OF MATHEMATICS","Osaka University",0,"MATHEMATICS"
NA,NA,NA,"0161-6420",1625,1.1437,NA,"1999-12-31",NA,NA,NA,NA,NA,"Ophthalmology","Elsevier",1,"OPHTHALMOLOGY"
NA,NA,NA,"0305-0483",1626,0.35686,NA,"1999-12-31",NA,NA,NA,NA,NA,"Omega","Elsevier",1,"OPERATIONS RESEARCH"
NA,NA,NA,"0899-9007",1627,0.33262,NA,"1999-12-31",NA,NA,NA,NA,NA,"Nutrition","Elsevier",1,"MEDICINE"
NA,NA,NA,"0161-813X",1628,0.36266,NA,"1999-12-31",NA,NA,NA,NA,NA,"Neurotoxicology","Elsevier",1,"ENVIRONMENTAL HEALTH"
NA,NA,NA,"0306-4522",1629,1.5116,NA,"1999-12-31",NA,NA,NA,NA,NA,"Neuroscience","Elsevier",1,"NEUROSCIENCE"
NA,NA,NA,"0028-3932",1630,1.4642,NA,"1999-12-31",NA,NA,NA,NA,NA,"Neuropsychologia","Elsevier",1,"NEUROSCIENCE"
NA,NA,NA,"0028-3908",1631,1.5973,NA,"1999-12-31",NA,NA,NA,NA,NA,"Neuropharmacology","Elsevier",1,"NEUROSCIENCE"
NA,NA,NA,"0143-4179",1632,0.32697,NA,"1999-12-31",NA,NA,NA,NA,NA,"Neuropeptides","Elsevier",1,"NEUROSCIENCE"
NA,NA,NA,"0896-6273",1633,10.945,NA,"1999-12-31",NA,NA,NA,NA,NA,"Neuron","Elsevier",1,"NEUROSCIENCE"
NA,NA,NA,"0028-3886",1634,0.041075,NA,"1999-12-31",NA,NA,NA,NA,NA,"NEUROLOGY INDIA","Self Owned - Non-Profit Society",0,"NEUROSCIENCE"
NA,NA,NA,"1053-8119",1635,3.659,NA,"1999-12-31",NA,NA,NA,NA,NA,"NeuroImage","Elsevier",1,"NEUROSCIENCE"
NA,NA,NA,"0925-2312",1636,0.2568,NA,"1999-12-31",NA,NA,NA,NA,NA,"Neurocomputing","Elsevier",1,NA
NA,NA,NA,"0028-3770",1637,0.11287,NA,"1999-12-31",NA,NA,NA,NA,NA,"Neurochirurgie","Elsevier",1,"NEUROSCIENCE"
NA,NA,NA,"1420-3049",1638,0.16133,NA,"1999-12-31",NA,NA,NA,NA,NA,"MOLECULES","MOLECULAR DIVERSITY PRESERVATION INTERNATIONAL",0,"FOOD SCIENCE"
NA,NA,NA,"0968-4328",1639,0.42468,NA,"1999-12-31",NA,NA,NA,NA,NA,"Micron","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"1046-2023",1640,1.1825,NA,"1999-12-31",NA,NA,NA,NA,NA,"Methods","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0026-0495",1641,0.6609,NA,"1999-12-31",NA,NA,NA,NA,NA,"Metabolism","Elsevier",1,"MEDICINE"
NA,NA,NA,"0025-7273",1642,0.19292,NA,"1999-12-31",NA,NA,NA,NA,NA,"Medical History","University College London",0,"HISTORY AND PHILOSOPHY OF SCIENCE"
NA,NA,NA,"0957-4158",1643,0.097252,NA,"1999-12-31",NA,NA,NA,NA,NA,"Mechatronics","Elsevier",1,"ROBOTICS"
NA,NA,NA,"0378-5122",1644,0.53099,NA,"1999-12-31",NA,NA,NA,NA,NA,"Maturitas","Elsevier",1,"MEDICINE"
NA,NA,NA,"1352-8661",1645,0.38966,NA,"1999-12-31",NA,NA,NA,NA,NA,"Magnetic Resonance Materials in Physics Biology and Medicine","Springer",1,NA
NA,NA,NA,"0024-4937",1646,1.2591,NA,"1999-12-31",NA,NA,NA,NA,NA,"LITHOS","Elsevier",1,NA
NA,NA,NA,"0023-5954",1647,0.1664,NA,"1999-12-31",NA,NA,NA,NA,NA,"KYBERNETIKA","Self Owned - Non-Profit Society",0,"ROBOTICS"
NA,NA,NA,"1044-677X",1648,1.3128,NA,"1999-12-31",NA,NA,NA,NA,NA,"JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","US GOVERNMENT PRINTING OFFICE",0,NA
NA,NA,NA,"0748-7711",1649,0.3512,NA,"1999-12-31",NA,NA,NA,NA,NA,"JOURNAL OF REHABILITATION RESEARCH AND DEVELOPMENT","Self Owned - Non-Profit Society",0,"SPORTS MEDICINE"
NA,NA,NA,"0163-3864",1650,0.53459,NA,"1999-12-31",NA,NA,NA,NA,NA,"JOURNAL OF NATURAL PRODUCTS","AMER CHEMICAL SOC",0,"FOOD SCIENCE"
NA,NA,NA,"0948-5023",1651,0.3013,NA,"1999-12-31",NA,NA,NA,NA,NA,"Journal of Molecular Modeling","Springer",1,NA
NA,NA,NA,"0026-1165",1652,0.7164,NA,"1999-12-31",NA,NA,NA,NA,NA,"JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN","METEOROLOGICAL SOC JPN",0,NA
NA,NA,NA,"0022-1333",1653,0.19394,NA,"1999-12-31",NA,NA,NA,NA,NA,"JOURNAL OF GENETICS","SPRINGER",0,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0747-9964",1654,0.098147,NA,"1999-12-31",NA,NA,NA,NA,NA,"Journal of Engineering Technology","American Society for Engineering Education",0,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"1062-6050",1655,0.2192,NA,"1999-12-31",NA,NA,NA,NA,NA,"JOURNAL OF ATHLETIC TRAINING","Self Owned - Non-Profit Society",0,"SPORTS MEDICINE"
NA,NA,NA,"0966-9795",1656,0.85975,NA,"1999-12-31",NA,NA,NA,NA,NA,"Intermetallics","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"0020-1383",1657,0.19528,NA,"1999-12-31",NA,NA,NA,NA,NA,"Injury","Elsevier",1,"ORTHOPEDICS"
NA,NA,NA,"0971-5916",1658,0.10567,NA,"1999-12-31",NA,NA,NA,NA,NA,"INDIAN JOURNAL OF MEDICAL RESEARCH","INDIAN COUNCIL MEDICAL RES",0,"MEDICINE"
NA,NA,NA,"0171-2985",1659,0.66784,NA,"1999-12-31",NA,NA,NA,NA,NA,"Immunobiology","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"1074-7613",1660,12.655,NA,"1999-12-31",NA,NA,NA,NA,NA,"Immunity","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0377-2063",1661,0.082848,NA,"1999-12-31",NA,NA,NA,NA,NA,"IETE Journal of Research","Medknow",0,NA
NA,NA,NA,"0019-1035",1662,2.1589,NA,"1999-12-31",NA,NA,NA,NA,NA,"Icarus","Elsevier",1,NA
NA,NA,NA,"0304-386X",1663,0.38691,NA,"1999-12-31",NA,NA,NA,NA,NA,"Hydrometallurgy","Elsevier",1,NA
NA,NA,NA,"0375-6505",1664,0.21726,NA,"1999-12-31",NA,NA,NA,NA,NA,"Geothermics","Elsevier",1,"ENERGY"
NA,NA,NA,"0169-555X",1665,0.64821,NA,"1999-12-31",NA,NA,NA,NA,NA,"Geomorphology","Elsevier",1,NA
NA,NA,NA,"0016-7061",1666,0.92196,NA,"1999-12-31",NA,NA,NA,NA,NA,"Geoderma","Elsevier",1,"PLANT BIOLOGY"
NA,NA,NA,"0016-6995",1667,0.40854,NA,"1999-12-31",NA,NA,NA,NA,NA,"Geobios","Elsevier",1,NA
NA,NA,NA,"0888-7543",1668,1.6839,NA,"1999-12-31",NA,NA,NA,NA,NA,"Genomics","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0378-1119",1669,1.1275,NA,"1999-12-31",NA,NA,NA,NA,NA,"Gene","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0016-5085",1670,3.0126,NA,"1999-12-31",NA,NA,NA,NA,NA,"Gastroenterology","Elsevier",1,"GASTROENTEROLOGY"
NA,NA,NA,"0016-2361",1671,0.50253,NA,"1999-12-31",NA,NA,NA,NA,NA,"Fuel","Elsevier",1,NA
NA,NA,NA,"1330-9862",1672,0.15408,NA,"1999-12-31",NA,NA,NA,NA,NA,"FOOD TECHNOLOGY AND BIOTECHNOLOGY","FACULTY FOOD TECHNOLOGY BIOTECHNOLOGY",0,"FOOD SCIENCE"
NA,NA,NA,"0367-2530",1673,0.31545,NA,"1999-12-31",NA,NA,NA,NA,NA,"Flora","Elsevier",1,"ECOLOGY AND EVOLUTION"
NA,NA,NA,"0090-0656",1674,0.67915,NA,"1999-12-31",NA,NA,NA,NA,NA,"FISHERY BULLETIN","Self Owned - Non-Profit Society",0,"ECOLOGY AND EVOLUTION"
NA,NA,NA,"1341-1357",1675,0.08028,NA,"1999-12-31",NA,NA,NA,NA,NA,"EXPERIMENTAL ANIMALS","INT PRESS EDITING CENTRE INC",0,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"1225-6463",1676,0.44868,NA,"1999-12-31",NA,NA,NA,NA,NA,"ETRI JOURNAL","ELECTRONICS TELECOMMUNICATIONS RESEARCH INST",0,NA
NA,NA,NA,"0091-6765",1677,0.97832,NA,"1999-12-31",NA,NA,NA,NA,NA,"ENVIRONMENTAL HEALTH PERSPECTIVES","US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE",0,"ENVIRONMENTAL HEALTH"
NA,NA,NA,"0360-5442",1678,0.44729,NA,"1999-12-31",NA,NA,NA,NA,NA,"Energy","Elsevier",1,"ENERGY"
NA,NA,NA,"0160-9327",1679,0.16978,NA,"1999-12-31",NA,NA,NA,NA,NA,"Endeavour","Elsevier",1,"HISTORY AND PHILOSOPHY OF SCIENCE"
NA,NA,NA,"1080-6040",1680,2.047,NA,"1999-12-31",NA,NA,NA,NA,NA,"EMERGING INFECTIOUS DISEASES","CENTER DISEASE CONTROL",0,"INFECTIOUS DISEASES"
NA,NA,NA,"0011-5029",1681,0.12117,NA,"1999-12-31",NA,NA,NA,NA,NA,"Disease-a-Month","Elsevier",1,"MEDICINE"
NA,NA,NA,"0141-9382",1682,0.46787,NA,"1999-12-31",NA,NA,NA,NA,NA,"Displays","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"0301-4681",1683,0.85178,NA,"1999-12-31",NA,NA,NA,NA,NA,"Differentiation","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0011-9164",1684,0.25471,NA,"1999-12-31",NA,NA,NA,NA,NA,"Desalination","Elsevier",1,NA
NA,NA,NA,"1212-1819",1685,0.046501,NA,"1999-12-31",NA,NA,NA,NA,NA,"CZECH JOURNAL OF ANIMAL SCIENCE","INST AGRICULTURAL FOOD INFORMATION",0,"VETERINARY"
NA,NA,NA,"1465-3249",1686,0,NA,"1999-12-31",NA,NA,NA,NA,NA,"Cytotherapy","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"1043-4666",1687,0.82943,NA,"1999-12-31",NA,NA,NA,NA,NA,"Cytokine","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0011-2275",1688,0.2004,NA,"1999-12-31",NA,NA,NA,NA,NA,"Cryogenics","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"0011-2240",1689,0.3927,NA,"1999-12-31",NA,NA,NA,NA,NA,"Cryobiology","Elsevier",1,"VETERINARY"
NA,NA,NA,"0010-9452",1690,0.85241,NA,"1999-12-31",NA,NA,NA,NA,NA,"Cortex","Elsevier",1,"NEUROSCIENCE"
NA,NA,NA,"0010-7824",1691,0.48906,NA,"1999-12-31",NA,NA,NA,NA,NA,"Contraception","Elsevier",1,"MEDICINE"
NA,NA,NA,"0147-958X",1692,0.28159,NA,"1999-12-31",NA,NA,NA,NA,NA,"Clinical and investigative medicine","Canadian Medical Association",0,"MEDICINE"
NA,NA,NA,"0185-3880",1693,0.13296,NA,"1999-12-31",NA,NA,NA,NA,NA,"CIENCIAS MARINAS","Self Owned - Non-Profit Society",0,"ECOLOGY AND EVOLUTION"
NA,NA,NA,"0012-3692",1694,0.86069,NA,"1999-12-31",NA,NA,NA,NA,NA,"Chest","Elsevier",1,"MEDICINE"
NA,NA,NA,"0045-6535",1695,0.58619,NA,"1999-12-31",NA,NA,NA,NA,NA,"Chemosphere","Elsevier",1,NA
NA,NA,NA,"0360-7275",1696,0.31292,NA,"1999-12-31",NA,NA,NA,NA,NA,"CHEMICAL ENGINEERING PROGRESS","AMER INST CHEMICAL ENGINEERS",0,NA
NA,NA,NA,"0352-9568",1697,0.2755,NA,"1999-12-31",NA,NA,NA,NA,NA,"CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY","Self Owned - Non-Profit Society",0,NA
NA,NA,NA,"0092-8674",1698,24.44,NA,"1999-12-31",NA,NA,NA,NA,NA,"Cell","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0341-8162",1699,0.49401,NA,"1999-12-31",NA,NA,NA,NA,NA,"Catena","Elsevier",1,NA
NA,NA,NA,"0008-6223",1700,0.93371,NA,"1999-12-31",NA,NA,NA,NA,NA,"Carbon","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"0364-5916",1701,0.51556,NA,"1999-12-31",NA,NA,NA,NA,NA,"Calphad","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"0305-4179",1702,0.13874,NA,"1999-12-31",NA,NA,NA,NA,NA,"Burns","Elsevier",1,"PLASTIC SURGERY"
NA,NA,NA,"0100-8455",1703,0.072271,NA,"1999-12-31",NA,NA,NA,NA,NA,"GENETICS AND MOLECULAR BIOLOGY","SOC BRASIL GENETICA",0,NA
NA,NA,NA,"8756-3282",1704,1.2945,NA,"1999-12-31",NA,NA,NA,NA,NA,"Bone","Elsevier",1,"MEDICINE"
NA,NA,NA,"0303-2647",1705,0.22112,NA,"1999-12-31",NA,NA,NA,NA,NA,"BioSystems","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0142-9612",1706,0.77602,NA,"1999-12-31",NA,NA,NA,NA,NA,"Biomaterials","Elsevier",1,"PHYSICS AND CHEMISTRY"
NA,NA,NA,"1045-1056",1707,0.21522,NA,"1999-12-31",NA,NA,NA,NA,NA,"Biologicals","Elsevier",1,"INFECTIOUS DISEASES"
NA,NA,NA,"0300-9084",1708,0.92596,NA,"1999-12-31",NA,NA,NA,NA,NA,"Biochimie","Elsevier",1,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0042-9686",1709,0.98225,NA,"1999-12-31",NA,NA,NA,NA,NA,"BULLETIN OF THE WORLD HEALTH ORGANIZATION","WORLD HEALTH ORGANIZATION",0,"MEDICINE"
NA,NA,NA,"0003-0090",1710,1.6561,NA,"1999-12-31",NA,NA,NA,NA,NA,"BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY","AMER MUSEUM NATURAL HISTORY",0,"ECOLOGY AND EVOLUTION"
NA,NA,NA,"0005-1098",1711,1.7595,NA,"1999-12-31",NA,NA,NA,NA,NA,"Automatica","Elsevier",1,"ROBOTICS"
NA,NA,NA,"0187-6236",1712,0.20475,NA,"1999-12-31",NA,NA,NA,NA,NA,"ATMOSFERA","CENTRO CIENCIAS ATMOSFERA UNAM",0,NA
NA,NA,NA,"0021-9150",1713,1.1101,NA,"1999-12-31",NA,NA,NA,NA,NA,"Atherosclerosis","Elsevier",1,"MEDICINE"
NA,NA,NA,"0044-8486",1714,0.46188,NA,"1999-12-31",NA,NA,NA,NA,NA,"Aquaculture","Elsevier",1,"ECOLOGY AND EVOLUTION"
NA,NA,NA,"0195-6663",1715,0.56932,NA,"1999-12-31",NA,NA,NA,NA,NA,"Appetite","Elsevier",1,"MEDICINE"
NA,NA,NA,"0256-4947",1716,0.019874,NA,"1999-12-31",NA,NA,NA,NA,NA,"ANNALS OF SAUDI MEDICINE","K FAISAL SPEC HOSP RES CENTRE",0,"MEDICINE"
NA,NA,NA,"1239-629X",1717,0.5984,NA,"1999-12-31",NA,NA,NA,NA,NA,"ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA","SUOMALAINEN TIEDEAKATEMIA",0,"MATHEMATICS"
NA,NA,NA,"1075-9964",1718,0.31256,NA,"1999-12-31",NA,NA,NA,NA,NA,"Anaerobe","Elsevier",1,"INFECTIOUS DISEASES"
NA,NA,NA,"0741-8329",1719,0.38169,NA,"1999-12-31",NA,NA,NA,NA,NA,"Alcohol","Elsevier",1,"NEUROSCIENCE"
NA,NA,NA,"1217-8837",1720,0.037372,NA,"1999-12-31",NA,NA,NA,NA,NA,"ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE","HUNGARIAN NATURAL HISTORY MUSEUM",0,"ECOLOGY AND EVOLUTION"
NA,NA,NA,"0065-1400",1721,0.17974,NA,"1999-12-31",NA,NA,NA,NA,NA,"ACTA NEUROBIOLOGIAE EXPERIMENTALIS","Self Owned - Non-Profit Society",0,"NEUROSCIENCE"
NA,NA,NA,"0386-300X",1722,0.03478,NA,"1999-12-31",NA,NA,NA,NA,NA,"ACTA MEDICA OKAYAMA","OKAYAMA UNIV MED SCHOOL",0,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0001-527X",1723,0.14102,NA,"1999-12-31",NA,NA,NA,NA,NA,"ACTA BIOCHIMICA POLONICA","ACTA BIOCHIMICA POLONICA",0,"MOLECULAR AND CELL BIOLOGY"
NA,NA,NA,"0043-650X",1724,0.5416,NA,"1998-12-31",NA,NA,NA,NA,NA,"Wisconsin Law Review","University of Wisconsin ",0,"LAW"
NA,NA,NA,"0043-0617",1725,0.13332,NA,"1998-12-31",NA,NA,NA,NA,NA,"WASHINGTON LAW REVIEW","UNIV WASHINGTON SCHOOL OF LAW",0,"LAW"
NA,NA,NA,"0038-3910",1726,0.57743,NA,"1998-12-31",NA,NA,NA,NA,NA,"SOUTHERN CALIFORNIA LAW REVIEW","UNIV SOUTHERN CALIF",0,"LAW"
NA,NA,NA,"0185-3325",1727,0.036925,NA,"1998-12-31",NA,NA,NA,NA,NA,"Salud Mental","Salud Mental ",0,"PSYCHIATRY"
