issn	journal_name	pub_name	is_hybrid	category,,
1613-7523	Spektrum der Augenheilkunde	Springer	1	NULL,,
1613-7574	ProCare	Springer	1	NULL,,
1613-7604	Psychotherapie Forum	Springer	1	NULL,,
1613-7620	e & i Elektrotechnik und Informationstechnik	Springer	1	NULL,,
1613-7671	Wiener klinische Wochenschrift	Springer	1	NULL,,
1613-7698	Stomatologie	Springer	1	NULL,,
1613-7817	Wiener klinisches Magazin	Springer	1	NULL,,
1613-9178	Central European Journal of Operations Research	Springer	1	NULL,,
1613-9380	European Journal of Ageing	Springer	1	NULL,,
1613-964X	Intereconomics	Springer	1	NULL,,
1613-9658	Computational Statistics	Springer	1	NULL,,
1613-9674	Oral Radiology	Springer	1	NULL,,
1613-978X	Wirtschaftsdienst	Springer	1	NULL,,
1613-9798	Statistical Papers	Springer	1	NULL,,
1613-981X	Statistical Methods & Applications	Springer	1	NULL,,
1613-9836	Review of Regional Research	Springer	1	NULL,,
1613-9860	Translational Behavioral Medicine	Springer	1	NULL,,
1614-2411	4OR	Springer	1	NULL,,
1614-2454	Annals of Finance	Springer	1	NULL,,
1614-2950	Tree Genetics & Genomes	Springer	1	NULL,,
1614-3116	Acta Mechanica Sinica	Springer	1	NULL,,
1614-3744	CME	Springer	1	NULL,,
1614-5054	Innovations in Systems and Software Engineering	Springer	1	NULL,,
1614-7065	Acta Chimica Sinica	Chinese Chemical Society	0	NULL,,
1614-7456	Artificial Life and Robotics	Springer	1	NULL,,
1614-7480	Journal of Soils and Sediments	Springer	1	NULL,,
1614-7499	Environmental Science and Pollution Research	Springer	1	NULL,,
1614-7502	The International Journal of Life Cycle Assessment	Springer	1	NULL,,
1615-1488	Structural and Multidisciplinary Optimization	Springer	1	NULL,,
1615-2573	Heart and Vessels	Springer	1	NULL,,
1615-3383	Foundations of Computational Mathematics	Springer	1	NULL,,
1615-5270	International Journal of Information Security	Springer	1	NULL,,
1615-5297	Universal Access in the Information Society	Springer	1	NULL,,
1615-6102	Protoplasma	Springer	1	NULL,,
1615-6617	Poiesis & Praxis	Springer	0	NULL,,
1615-6692	Herz	Springer	1	NULL,,
1615-6730	coloproctology	Springer	1	NULL,,
1615-7605	Bioprocess and Biosystems Engineering	Springer	1	NULL,,
1616-1068	Mine Water and the Environment	Springer	1	NULL,,
1616-3915	Ichthyological Research	Springer	1	NULL,,
1616-7228	Ocean Dynamics	Springer	1	NULL,,
1617-4623	Molecular Genetics and Genomics	Springer	1	NULL,,
1617-4917	Personal and Ubiquitous Computing	Springer	1	NULL,,
1617-6278	Vegetation History and Archaeobotany	Springer	1	NULL,,
1617-7134	Journal of Economics	Springer	1	NULL,,
1617-7940	Biomechanics and Modeling in Mechanobiology	Springer	1	NULL,,
1617-9625	Tobacco Induced Diseases	BioMed Central Ltd	0	MEDICINE,,
1617-9838	Portuguese Economic Journal	Springer	1	NULL,,
1617-9854	Information Systems and e-Business Management	Springer	1	NULL,,
1618-0860	Journal of Plant Research	Springer	1	NULL,,
1618-1077	Organisms Diversity & Evolution	Springer	1	NULL,,
1618-1891	Annali di Matematica Pura ed Applicata (1923 -)	Springer	1	NULL,,
1618-1905	INTERNATIONAL MICROBIOLOGY	SPANISH SOCIETY MICROBIOLOGY	0	NULL,,
1618-2650	Analytical and Bioanalytical Chemistry	Springer	1	NULL,,
1618-565X	Comparative Clinical Pathology	Springer	1	NULL,,
1618-7229	E-POLYMERS	EUROPEAN POLYMER FEDERATION	0	PHYSICS AND CHEMISTRY,,
1618-727X	Journal of Digital Imaging	Springer	1	NULL,,
1618-7601	The European Journal of Health Economics	Springer	1	NULL,,
1618-9558	Clean Technologies and Environmental Policy	Springer	1	NULL,,
1619-1374	Software & Systems Modeling	Springer	1	NULL,,
1619-1560	Clinical Autonomic Research	Springer	1	NULL,,
1619-6937	Acta Mechanica	Springer	1	NULL,,
1619-6988	Computational Management Science	Springer	1	NULL,,
1619-7089	European Journal of Nuclear Medicine and Molecular Imaging	Springer	1	NULL,,
1641-1307	Dendrobiology	Polish Academy of Sciences	0	ECOLOGY AND EVOLUTION,,
1641-7291	GEOLOGICAL QUARTERLY	Self Owned - Non-Profit Society	0	NULL,,
1648-3480	Transport	Vilnius Gediminas Technical University 	0	NULL,,
1654-1642	WMU Journal of Maritime Affairs	Springer	1	NULL,,
1654-7209	Ambio	Springer	1	NULL,,
1660-3397	Marine Drugs	Self Owned - Mid Sized - Unknown Profit Status	0	FOOD SCIENCE,,
1660-4601	International Journal of Environmental Research and Public Health	MDPI	0	NULL,,
1660-5454	Mediterranean Journal of Mathematics	Springer	1	NULL,,
1661-4909	Advances in Applied Clifford Algebras	Springer	1	NULL,,
1661-4917	Archivum Immunologiae et Therapiae Experimentalis	Springer	1	NULL,,
1661-7746	Journal of Fixed Point Theory and Applications	Springer	1	NULL,,
1661-8262	Complex Analysis and Operator Theory	Springer	1	NULL,,
1661-8289	Mathematics in Computer Science	Springer	1	NULL,,
1661-8300	Logica Universalis	Springer	1	NULL,,
1661-8564	International Journal of Public Health	Springer	1	NULL,,
1662-3592	Qualitative Theory of Dynamical Systems	Springer	1	NULL,,
1662-453X	Frontiers in Neuroscience	Frontiers	0	NULL,,
1662-5102	FRONTIERS IN CELLULAR NEUROSCIENCE	Frontiers Research Foundation	0	NEUROSCIENCE,,
1662-5110	FRONTIERS IN NEURAL CIRCUITS	Self Owned - Non-Profit Society	0	NEUROSCIENCE,,
1662-5153	Frontiers in Behavioral Neuroscience	FRONTIERS RES FOUND	0	NEUROSCIENCE,,
1662-5161	Frontiers in Human Neuroscience	Self Owned - Mid Sized - Unknown Profit Status	0	NEUROSCIENCE,,
1662-5188	FRONTIERS IN COMPUTATIONAL NEUROSCIENCE	Frontiers Research Foundation	0	NEUROSCIENCE,,
1662-999X	Journal of Pseudo-Differential Operators and Applications	Springer	1	NULL,,
1663-9812	Frontiers in Pharmacology	Frontiers	0	NULL,,
1664-042X	Frontiers in Physiology	Frontiers	0	NULL,,
1664-0640	Frontiers in Psychiatry	Frontiers	0	NULL,,
1664-1078	Frontiers in Psychology	Frontiers	0	PSYCHOLOGY,,
1664-221X	Alpine Botany	Springer	1	NULL,,
1664-2295	Frontiers in Neurology	Frontiers	0	NULL,,
1664-235X	Analysis and Mathematical Physics	Springer	1	NULL,,
1664-2384	Swiss Journal of Palaeontology	Springer	1	NULL,,
1664-2392	Frontiers in Endocrinology	Frontiers	0	NULL,,
1664-302X	Fontiers in Microbiology	Frontiers	0	MOLECULAR AND CELL BIOLOGY,,
1664-3224	Frontiers in Immunology	Frontiers	0	NULL,,
1664-3615	Bulletin of Mathematical Sciences	Springer	0	NULL,,
1664-462X	Frontiers in Plant Science	Frontiers	0	PLANT BIOLOGY,,
1664-8021	Frontiers in Genetics	Frontiers	0	NULL,,
1667-5746	BIOCELL	INST HISTOL EMBRIOL-CONICET	0	NULL,,
1674-2001	Particuology	Elsevier	1	PHYSICS AND CHEMISTRY,,
1674-5507	Current Zoology	CURRENT ZOOLOGY	0	ECOLOGY AND EVOLUTION,,
1674-7992	Frontiers in Biology	Springer	1	NULL,,
1676-5680	GENETICS AND MOLECULAR RESEARCH	Self Owned - Non-Profit Society	0	MOLECULAR AND CELL BIOLOGY,,
1677-6119	INTERNATIONAL BRAZ J UROL	SciELO	0	NULL,,
1677-941X	ACTA BOTANICA BRASILICA	SciELO	0	NULL,,
1678-2674	Acta Cirurgica Brasileira	Self Owned - Non-Profit Society	0	NULL,,
1678-2690	ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS	ACAD BRASILEIRA DE CIENCIAS	0	NULL,,
1678-4162	ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA	Self Owned - Non-Profit Society	0	NULL,,
1678-4375	BRAZILIAN JOURNAL OF BIOLOGY	SciELO	0	NULL,,
1678-4383	BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING	BRAZILIAN SOC CHEMICAL ENG	0	NULL,,
1678-4391	Brazilian Journal of Infectious Diseases	Self Owned - Non-Profit Society	0	NULL,,
1678-4405	BRAZILIAN JOURNAL OF MICROBIOLOGY	Sociedade Brasileira de Microbiologia	0	NULL,,
1678-4448	Brazilian Journal of Physics	Springer	1	NULL,,
1678-4464	Cadernos de Saude Publica	Self Owned - Non-Profit Society	0	NULL,,
1678-4561	CIENCIA & SAUDE COLETIVA	SciELO	0	NULL,,
1678-4766	IHERINGIA SERIE ZOOLOGIA	Self Owned - Non-Profit Society	0	NULL,,
1678-4782	Jornal de Pediatria	Self Owned - Non-Profit Society	0	NULL,,
1678-4790	JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY	SOC BRASILEIRA QUIMICA	0	NULL,,
1678-4804	Journal of the Brazilian Computer Society	Springer	0	NULL,,
1678-4944	Mana-Estudos de Antropologia Social	SciELO	0	NULL,,
1678-7153	Psicologia: ReflexÃ£o e CrÃ_tica	Springer	0	NULL,,
1678-7765	Journal of Applied Oral Science	Self Owned - Non-Profit Society	0	NULL,,
1678-8052	Neotropical Entomology	Springer	1	NULL,,
1678-9199	JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES	Self Owned - Non-Profit Society	0	INFECTIOUS DISEASES,,
1678-9741	REVISTA BRASILEIRA DE CIRURGIA CARDIOVASCULAR	SciELO	0	NULL,,
1678-9849	Revista da Sociedade Brasileira de Medicina Tropical	Sociedade Brasileira de Medicina Tropical	0	NULL,,
1678-992X	SCIENTIA AGRICOLA	UNIV SAO PAOLO	0	NULL,,
1679-7825	Latin American Journal of Solids and Structures	Self Owned - Non-Profit Society	0	NULL,,
1680-6433	Iranian Journal of Reproductive Medicine	Self Owned - Non-Profit Society	0	NULL,,
1680-7324	ATMOSPHERIC CHEMISTRY AND PHYSICS	EUROPEAN  GEOSCIENCES UNION	0	NULL,,
1682-024X	PAKISTAN JOURNAL OF MEDICAL SCIENCES	PROFESSIONAL MEDICAL PUBLICATIONS	0	MEDICINE,,
1682-4016	European Surgery	Springer	1	NULL,,
1684-1182	JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION	SCIENTIFIC COMMUNICATIONS INTERNATIONAL LTD.	0	INFECTIOUS DISEASES,,
1684-5315	AFRICAN JOURNAL OF BIOTECHNOLOGY	ACADEMIC JOURNALS	0	NULL,,
1684-9981	NATURAL HAZARDS AND EARTH SYSTEM SCIENCES	EUROPEAN  GEOSCIENCES UNION	0	NULL,,
1687-0042	Journal of Applied Mathematics	Hindawi	0	NULL,,
1687-0409	Abstract and Applied Analysis	Hindawi	0	NULL,,
1687-0425	International Journal of Mathematics and Mathematical Sciences	Hindawi	0	NULL,,
1687-1499	EURASIP Journal on Wireless Communications and Networking	Springer	0	NULL,,
1687-1812	Fixed Point Theory and Applications	Springer	0	NULL,,
1687-1847	Advances in Difference Equations	Springer	0	NULL,,
1687-2770	Boundary Value Problems	Springer	0	NULL,,
1687-3963	EURASIP Journal on Embedded Systems	Springer	0	NULL,,
1687-4129	Journal of Nanomaterials	Hindawi	0	NULL,,
1687-4153	EURASIP Journal on Bioinformatics and Systems Biology	Springer	0	NULL,,
1687-417X	EURASIP Journal on Information Security	Springer	0	NULL,,
1687-4196	International Journal of Biomedical Imaging	Hindawi	0	NULL,,
1687-4722	EURASIP Journal on Audio, Speech, and Music Processing	Springer	0	NULL
1687-4765	PPAR Research	Hindawi	0	NULL,,
1687-479X	Bioinorganic Chemistry and Applications	Hindawi	0	NULL,,
1687-5257	Journal of Control Science and Engineering	Hindawi	0	NULL,,
1687-5273	Computational Intelligence and Neuroscience	Hindawi	0	NULL,,
1687-5281	EURASIP Journal on Image and Video Processing	Springer	0	NULL,,
1687-529X	International Journal of Photoenergy	Hindawi	0	NULL,,
1687-5303	JOURNAL OF DIABETES RESEARCH	Hindawi	0	NULL,,
1687-5389	International Journal of Plant Genomics	Hindawi	0	NULL,,
1687-5443	Neural Plasticity	Hindawi	0	NULL,,
1687-5648	Advances in OptoElectronics	Hindawi	0	NULL,,
1687-5699	Advances in Multimedia	Hindawi	0	NULL,,
1687-5710	International Journal of Vehicular Technology	Hindawi	0	NULL,,
1687-5834	International Journal of Microwave Science and Technology	Hindawi	0	NULL,,
1687-5877	International Journal of Antennas and Propagation	Hindawi	0	NULL,,
1687-5907	Advances in Human-Computer Interaction	Hindawi	0	NULL,,
1687-5923	Advances in Tribology	Hindawi	0	NULL,,
1687-5974	International Journal of Aerospace Engineering	Hindawi	0	NULL,,
1687-6008	International Journal of Navigation and Observation	Hindawi	0	NULL,,
1687-6083	Science and Technology of Nuclear Installations	Hindawi	0	NULL,,
1687-6113	Dermatology Research and Practice	Hindawi	0	NULL,,
1687-6180	EURASIP Journal on Advances in Signal Processing	Springer	0	NULL,,
1687-627X	Advances in Acoustics and Vibration	Hindawi	0	NULL,,
1687-630X	Gastroenterology Research and Practice	Hindawi	0	NULL,,
1687-6342	Advances in Pharmacological Sciences	Hindawi	0	NULL,,
1687-6377	Advances in Urology	Hindawi	0	NULL,,
1687-6407	Advances in Optical Technologies	Hindawi	0	NULL,,
1687-6423	International Journal of Telemedicine and Applications	Hindawi	0	NULL,,
1687-6970	Anesthesiology Research and Practice	Hindawi	0	NULL,,
1687-7055	International Journal of Computer Games Technology	Hindawi	0	NULL,,
1687-7071	Current Gerontology and Geriatrics Research	Hindawi	0	NULL,,
1687-7098	Interdisciplinary Perspectives on Infectious Diseases	Hindawi	0	NULL,,
1687-711X	Advances in Fuzzy Systems	Hindawi	0	NULL,,
1687-7209	International Journal of Reconfigurable Computing	Hindawi	0	NULL,,
1687-7268	Journal of Sensors	Hindawi	0	NULL,,
1687-7365	ADVANCES IN HIGH ENERGY PHYSICS	Hindawi	0	NULL,,
1687-7438	Psyche: A Journal of Entomology	Hindawi	0	NULL,,
1687-7489	Advances in Artificial Intelligence	Hindawi	0	NULL,,
1687-7586	International Journal of Digital Multimedia Broadcasting	Hindawi	0	NULL,,
1687-7608	Advances in Artificial Neural Systems	Hindawi	0	NULL,,
1687-7675	Applied and Environmental Soil Science	Hindawi	0	NULL,,
1687-7977	Advances in Astronomy	Hindawi	0	NULL,,
1687-7993	Advances in Physical Chemistry	Hindawi	0	NULL,,
1687-8019	Journal of Biophysics	Hindawi	0	NULL,,
1687-8035	Advances in Bioinformatics	Hindawi	0	NULL,,
1687-8078	International Journal of Chemical Engineering	Hindawi	0	NULL,,
1687-8094	Advances in Civil Engineering	Hindawi	0	NULL,,
1687-8124	Advances in Condensed Matter Physics	Hindawi	0	NULL,,
1687-8140	Advances in Mechanical Engineering	Hindawi	0	NULL,,
1687-8167	International Journal of Agronomy	Hindawi	0	NULL,,
1687-8345	International Journal of Endocrinology	Hindawi	0	NULL,,
1687-8442	Advances in Materials Science and Engineering	Hindawi	0	NULL,,
1687-8469	Journal of Oncology	Hindawi	0	NULL,,
1687-8485	International Journal of Zoology	Hindawi	0	NULL,,
1687-8647	Advances in Virology	Hindawi	0	NULL,,
1687-8663	Advances in Software Engineering	Hindawi	0	NULL,,
1687-8736	International Journal of Dentistry	Hindawi	0	NULL,,
1687-8779	International Journal of Analytical Chemistry	Hindawi	0	NULL,,
1687-8795	International Journal of Biomaterials	Hindawi	0	NULL,,
1687-8841	Journal of Geological Research	Hindawi	0	NULL,,
1687-8868	International Journal of Geophysics	Hindawi	0	NULL,,
1687-8884	International Journal of Cell Biology	Hindawi	0	NULL,,
1687-9112	Advances in Hematology	Hindawi	0	NULL,,
1687-9139	Advances in Mathematical Physics	Hindawi	0	NULL,,
1687-9155	Advances in Operations Research	Hindawi	0	NULL,,
1687-9171	International Journal of Combinatorics	Hindawi	0	NULL,,
1687-9198	International Journal of Microbiology	Hindawi	0	NULL,,
1687-921X	International Journal of Otolaryngology	Hindawi	0	NULL,,
1687-9252	Journal of Thermodynamics	Hindawi	0	NULL,,
1687-9317	Advances in Meteorology	Hindawi	0	NULL,,
1687-935X	International Journal of Carbohydrate Chemistry	Hindawi	0	NULL,,
1687-9376	International Journal of Forestry Research	Hindawi	0	NULL,,
1687-9392	International Journal of Optics	Hindawi	0	NULL,,
1687-9414	International Journal of Oceanography	Hindawi	0	NULL,,
1687-9430	International Journal of Polymer Science	Hindawi	0	NULL,,
1687-9457	International Journal of Spectroscopy	Hindawi	0	NULL,,
1687-9473	Journal of Metallurgy	Hindawi	0	NULL,,
1687-949X	Journal of Marine Biology	Hindawi	0	NULL,,
1687-9511	Journal of Nanotechnology	Hindawi	0	NULL,,
1687-9538	Journal of Probability and Statistics	Hindawi	0	NULL,,
1687-9570	Advances in Numerical Analysis	Hindawi	0	NULL,,
1687-9597	Obstetrics and Gynecology International	Hindawi	0	NULL,,
1687-9619	Journal of Robotics	Hindawi	0	NULL,,
1687-9635	Case Reports in Medicine	Hindawi	0	NULL,,
1687-9651	International Journal of Differential Equations	Hindawi	0	NULL,,
1687-9678	Stem Cells International	Hindawi	0	NULL,,
1687-9716	International Journal of Ecology	Hindawi	0	NULL,,
1687-9732	Applied Computational Intelligence and Soft Computing	Hindawi	0	NULL,,
1687-9759	International Journal of Pediatrics	Hindawi	0	NULL,,
1687-9775	International Journal of Peptides	Hindawi	0	NULL,,
1687-9791	Journal of Allergy	Hindawi	0	NULL,,
1687-9813	Journal of Environmental and Public Health	Hindawi	0	NULL,,
1687-9856	International Journal of Pediatric Endocrinology	BioMed Central Ltd	0	NULL,,
1689-0027	ACTA PROTOZOOLOGICA	Self Owned - Non-Profit Society	0	NULL,,
1689-1392	Cellular & Molecular Biology Letters	BioMed Central	0	NULL,,
1695-6133	GEOLOGICA ACTA	Self Owned - Non-Profit Society	0	NULL,,
1698-0808	JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY	ESMON PUBLICIDAD, S.A	0	NULL,
1699-3055	Clinical and Translational Oncology	Springer	1	NULL,,
1708-0428	Obesity Surgery	Springer	1	NULL,,
1708-3087	ECOLOGY AND SOCIETY	RESILIENCE ALLIANCE	0	NULL,,
1710-1123	CANADIAN JOURNAL OF SOCIOLOGY-CAHIERS CANADIENS DE SOCIOLOGIE	UNIV TORONTO PRESS INC	0	NULL,,
1710-1492	Allergy  Asthma & Clinical Immunology	BioMed Central Ltd	0	NULL,,
1718-7729	CURRENT ONCOLOGY	MULTIMED INC	0	NULL,,
1720-0776	Rendiconti Lincei	Springer	1	NULL,,
1720-8319	Aging Clinical and Experimental Research	Springer	1	NULL,,
1720-8351	L'Endocrinologo	Springer	1	NULL,,
1720-8386	Journal of Endocrinological Investigation	Springer	1	NULL,,
1723-2007	BLOOD TRANSFUSION	Self Owned - Non-Profit Society	0	MEDICINE,,
1724-6059	Journal of Nephrology	Springer	1	NULL,,
1726-4189	Biogeosciences	EUROPEAN  GEOSCIENCES UNION	0	NULL,,
1726-569X	Acta Bioethica	Universidad de Chile	0	NULL,,
1729-8806	INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS	Vienna University of Technology	0	ROBOTICS,,
1732-2421	ACTA PALAEONTOLOGICA POLONICA	Self Owned - Non-Profit Society	0	NULL,,
1733-3490	ARCHIVES OF METALLURGY AND MATERIALS	Polish Academy of Sciences	0	PHYSICS AND CHEMISTRY,,
1734-1140	Pharmacological Reports	Polish Academy of Sciences	0	NEUROSCIENCE,,
1735-0328	Iranian Journal of Pharmaceutical Research	Self Owned - Non-Profit Society	0	FOOD SCIENCE,,
1735-2428	Journal of the Iranian Chemical Society	Springer	1	NULL,,
1735-2630	International Journal of Environmental Science and Technology	Springer	1	NULL,,
1735-2746	IRANIAN JOURNAL OF ENVIRONMENTAL HEALTH SCIENCE & ENGINEERING	Tehran University of Medical Sciences (TUMS) Publications	0	NULL,,
1735-3408	Hepatitis Monthly	Tehran Iran Hepatitis Group	0	NULL,,
1735-5265	Iranian Polymer Journal	Springer	1	NULL,,
1735-6265	Iranian Polymer Journal	Iran Polymer and Petrochemical Institute	0	NULL,,
1735-8787	Banach Journal of Mathematical Analysis	Self Owned - Non-Profit Society	0	MATHEMATICS,,
1736-7557	Estonian Journal of Earth Sciences	ESTONIAN ACADEMY PUBLISHERS	0	NULL,,
1738-0006	KOREAN JOURNAL OF PARASITOLOGY	Self Owned - Non-Profit Society	0	NULL,,
1740-2522	Clinical & Developmental Immunology	Hindawi	0	MOLECULAR AND CELL BIOLOGY,,
1740-2530	Clinical & Developmental Immunology	Hindawi	0	NULL,,
1740-2557	Journal of Autoimmune Diseases	BioMed Central Ltd	0	NULL,,
1740-3391	Journal of Circadian Rhythms	BioMed Central Ltd	0	NULL,,
1740-4762	Evidence-based preclinical medicine	Wiley	0	NULL,,
1741-0444	Medical & Biological Engineering & Computing	Springer	1	NULL,,
1741-2765	Experimental Mechanics	Springer	1	NULL,,
1741-3540	CHINESE JOURNAL OF PHYSICS	Self Owned - Non-Profit Society	0	NULL,,
1741-4288	Evidence-Based Complementary and Alternative Medicine	Hindawi	0	NULL,,
1741-6191	Netherlands International Law Review	Springer	1	NULL,,
1741-6205	European Business Organization Law Review	Springer	1	NULL,,
1741-7007	BMC BIOLOGY	Biomed Central	0	MOLECULAR AND CELL BIOLOGY,,
1741-7015	BMC Medicine	Biomed Central	0	MEDICINE,,
1742-2094	Journal of Neuroinflammation	Biomed Central	0	NEUROSCIENCE,,
1742-4658	FEBS Open Bio	Wiley	0	NULL,,
1742-4682	THEORETICAL BIOLOGY AND MEDICAL MODELLING	Biomed Central	0	MOLECULAR AND CELL BIOLOGY,,
1742-4690	Retrovirology	Biomed Central	0	MOLECULAR AND CELL BIOLOGY,,
1742-4755	Reproductive Health	BioMed Central Ltd	0	MEDICINE,,
1742-4933	Immunity & Ageing	BioMed Central Ltd	0	MOLECULAR AND CELL BIOLOGY,,
1742-5573	Epidemiologic Perspectives & Innovations	BioMed Central Ltd	0	NULL,,
1742-5581	Biomedical Digital Libraries	BioMed Central Ltd	0	NULL,,
1742-6316	History and Philosophy of the Life Sciences	Springer	1	NULL,,
1742-6405	AIDS Research and Therapy	BioMed Central Ltd	0	INFECTIOUS DISEASES,,
1742-6413	Cytojournal	Medknow	0	NULL,,
1742-7622	Emerging Themes in Epidemiology	BioMed Central Ltd	0	NULL,,
1742-9994	FRONTIERS IN ZOOLOGY	Biomed Central	0	ECOLOGY AND EVOLUTION,,
1743-0003	Journal of NeuroEngineering and Rehabilitation	Biomed Central	0	SPORTS MEDICINE,,
1743-1050	Journal of Experimental & Clinical Assisted Reproduction	BioMed Central Ltd	0	NULL,,
1743-422X	Virology Journal	Biomed Central	0	INFECTIOUS DISEASES,,
1743-7075	Nutrition & Metabolism	Biomed Central	0	MEDICINE,,
1743-8462	Australia and New Zealand Health Policy	BioMed Central Ltd	0	NULL,,
1743-8977	PARTICLE AND FIBRE TOXICOLOGY	Biomed Central	0	ENVIRONMENTAL HEALTH,,
1744-4292	Molecular Systems Biology	NATURE PUBLISHING GROUP	0	MOLECULAR AND CELL BIOLOGY,,
1744-5140	Studies on Ethnomedicine	KRE  Publishers	0	NULL,,
1744-5647	Journal of Maps	Journal of Maps	0	NULL,,
1744-7348	Annals of Clinical and Translational Neurology	Wiley	0	NULL,,
1744-7917	Inside the Cell	Wiley	0	NULL,,
1744-8069	Molecular Pain	Biomed Central	0	NEUROSCIENCE,,
1744-859X	Annals of General Psychiatry	BioMed Central Ltd	0	PSYCHIATRY,,
1744-8603	Globalization and Health	London School of Economics	0	MEDICINE,,
1744-9081	Behavioral and Brain Functions	Biomed Central	0	NEUROSCIENCE,,
1744-9987	Thoracic Cancer	Wiley	0	NULL,,
1745-0179	Clinical Practice and Epidemiology in Mental Health	BioMed Central Ltd	0	NULL,,
1745-3682	Acta Orthopaedica	INFORMA HEALTHCARE	0	NULL,,
1745-4557	Journal of Food Quality	Hindawi	0	NULL,,
1745-6150	Biology Direct	Biomed Central	0	MOLECULAR AND CELL BIOLOGY,,
1745-6215	Trials	Biomed Central	0	MEDICINE,,
1745-6673	Journal of Occupational Medicine and Toxicology	BioMed Central Ltd	0	ENVIRONMENTAL HEALTH,,
1745-7580	Immunome Research	BioMed Central Ltd	0	NULL,,
1745-9974	Cough	BioMed Central Ltd	0	NULL,,
1746-1448	Saline Systems	BioMed Central Ltd	0	NULL,,
1746-1596	Diagnostic Pathology	Biomed Central	0	ONCOLOGY,,
1746-160X	Head & Face Medicine	BioMed Central Ltd	0	DENTISTRY,,
1746-4269	Journal of Ethnobiology and Ethnomedicine	BioMed Central Ltd	0	FOOD SCIENCE,,
1746-4358	International Breastfeeding Journal	BioMed Central Ltd	0	NULL,,
1746-4811	Plant Methods	Biomed Central	0	PLANT BIOLOGY,,
1746-6148	BMC VETERINARY RESEARCH	Biomed Central	0	VETERINARY,,
1747-1028	CELL DIVISION	Biomed Central	0	MOLECULAR AND CELL BIOLOGY,,
1747-1567	Experimental Techniques	Springer	1	NULL,,
1747-5333	Journal of Biomedical Discovery and Collaboration	BioMed Central Ltd	0	NULL,,
1747-5341	Philosophy  Ethics  and Humanities in Medicine	BioMed Central Ltd	0	NULL,,
1747-597X	Substance Abuse Treatment Prevention and Policy	Biomed Central	0	PSYCHIATRY,,
1748-2631	International Journal of Qualitative Studies on Health and Well-Being	CO-ACTION PUBLISHING	0	NULL,,
1748-5908	Implementation Science	Biomed Central	0	MEDICINE,,
1748-6718	Computational and Mathematical Methods in Medicine	Hindawi	0	NULL,,
1748-7161	Scoliosis	BioMed Central Ltd	0	NULL,,
1748-717X	Radiation Oncology	BioMed Central	0	NULL,,
1748-7188	Algorithms for Molecular Biology	Biomed Central	0	MOLECULAR AND CELL BIOLOGY,,
1748-9326	Environmental Research Letters	IOP	0	NULL,,
1749-0774	Human Cell	Springer	1	MOLECULAR AND CELL BIOLOGY,,
1749-7221	Journal of Brachial Plexus and Peripheral Nerve Injury	BioMed Central Ltd	0	NULL,,
1749-7922	World Journal of Emergency Surgery	BioMed Central Ltd	0	GASTROENTEROLOGY,,
1749-799X	Journal of Orthopaedic Surgery and Research	BioMed Central Ltd	0	ORTHOPEDICS,,
1749-8090	Journal of Cardiothoracic Surgery	Biomed Central	0	MEDICINE,,
1749-8104	Neural Development	Biomed Central	0	MOLECULAR AND CELL BIOLOGY,,
1749-8546	Chinese Medicine	BioMed Central Ltd	0	FOOD SCIENCE,,
1750-0680	Carbon Balance and Management	Springer	0	NULL,,
1750-1164	Annals of Surgical Innovation and Research	BioMed Central Ltd	0	NULL,,
1750-1172	Orphanet Journal of Rare Diseases	Biomed Central	0	MOLECULAR AND CELL BIOLOGY,,
1750-1326	Molecular Neurodegeneration	Biomed Central	0	NEUROSCIENCE,,
1750-2187	Journal of Molecular Signaling	BioMed Central Ltd	0	NULL,,
1750-4732	Osteopathic Medicine and Primary Care	BioMed Central Ltd	0	NULL,,
1750-9378	Infectious Agents and Cancer	BioMed Central Ltd	0	ONCOLOGY,,
1751-0147	ACTA VETERINARIA SCANDINAVICA	Biomed Central	0	NULL,,
1751-0473	Source Code for Biology and Medicine	BioMed Central Ltd	0	NULL,,
1751-0759	BioPsychoSocial Medicine	BioMed Central Ltd	0	NULL,,
1751-8369	POLAR RESEARCH	Wiley Blackwell	0	NULL,,
1752-0509	BMC Systems Biology	Biomed Central	0	MOLECULAR AND CELL BIOLOGY,,
1752-1505	Conflict and Health	BioMed Central Ltd	0	NULL,,
1752-153X	Chemistry Central Journal	Springer	0	FOOD SCIENCE,,
1752-1947	Journal of Medical Case Reports	BioMed Central Ltd	0	NULL,,
1752-2897	Journal of Trauma Management & Outcomes	BioMed Central Ltd	0	NULL,,
1752-4458	International Journal of Mental Health Systems	BioMed Central Ltd	0	PSYCHIATRY,,
1753-2000	Child and Adolescent Psychiatry and Mental Health	BioMed Central Ltd	0	NULL,,
1753-4631	Nonlinear Biomedical Physics	BioMed Central Ltd	0	NULL,,
